edge_id,from,to,length_m,width_m,capacity,flow_p,flow_b,flow_c,flow_eq,saturation,LOS,risk
38,N12,N11,110,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
39,N12,N28,292,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
40,N12,N13,126,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
41,N12,N30,140,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
42,N12,XYST,50,99.0,9999.0,1653.7,992.2,189.0,652.0,0.0652,A,239888.8
43,N12,XYGY,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
44,N13,N12,126,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
45,N13,SYJ,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
46,N13,XYGY,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
47,N14,N4,73,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
48,N14,N6,183,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
49,N14,N10,232,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
50,N14,N15,104,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
51,N14,TYST,30,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
52,N14,T_2,50,99.0,9999.0,2334.1,1877.8,351.0,1147.8,0.1148,A,657970.3
53,N14,T_4,50,99.0,9999.0,236.2,141.8,27.0,93.2,0.0093,A,4895.7
54,N15,N11,229,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
55,N15,N14,104,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
56,N15,N16,141,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
57,N15,N27,184,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
58,N15,T_16,30,99.0,9999.0,1842.7,1702.3,315.9,1010.9,0.1011,A,478651.3
59,N15,T_2,50,99.0,9999.0,850.5,648.0,121.5,401.0,0.0401,A,82258.5
60,N16,N15,141,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
61,N16,N18,221,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
62,N16,N30,85,8.0,800.0,860.0,1351.3,245.7,737.1,0.9214,E,145450.3
63,N16,T_16,30,99.0,9999.0,1559.2,1073.2,202.5,680.4,0.0680,A,247370.2
64,N16,T_5,50,99.0,9999.0,481.9,229.5,44.5,161.6,0.0162,A,15948.2
65,N17,N6,55,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
66,N17,N23,98,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
67,N17,N24,89,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
68,N18,N16,221,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
69,N18,N19,208,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
70,N18,N25,196,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
71,N18,N45,278,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
72,N18,N20,130,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
73,N18,T_1,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
74,N19,N18,208,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
75,N19,N20,78,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
76,N20,N19,78,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
77,N20,N18,130,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
78,N20,N21,187,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
79,N20,T_1,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
80,N21,N20,187,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
81,N21,N22,47,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
82,N22,N21,47,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
83,N22,N24,101,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
84,N22,N23,94,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
85,N22,T_1,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
86,N23,N17,98,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
87,N23,N22,94,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
88,N24,N22,101,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
89,N24,N17,89,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
90,N24,N25,24,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
91,N24,N27,67,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
92,N24,T_1,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
93,N25,N18,196,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
94,N25,N24,24,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
95,N25,N26,35,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
96,N25,T_1,50,99.0,9999.0,387.4,310.5,58.1,189.9,0.0190,A,18051.4
97,N26,N6,113,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
98,N26,N25,35,8.0,800.0,387.4,310.5,58.1,189.9,0.2374,A,13538.6
99,N26,N27,25,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
100,N27,N15,184,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
101,N27,N24,67,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
102,N27,N26,25,8.0,800.0,387.4,310.5,58.1,189.9,0.2374,A,13538.6
103,N27,T_2,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
104,N28,N12,292,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
105,N28,N29,96,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
106,N28,N31,283,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
107,N28,N44,210,6.0,600.0,56.7,20.2,4.0,15.8,0.0263,A,164.0
108,N28,XYST,50,99.0,9999.0,654.9,547.2,102.1,331.7,0.0332,A,54021.9
109,N28,GYST,50,99.0,9999.0,1081.2,1159.6,213.7,669.7,0.0670,A,195293.8
110,N28,CYGY,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
111,N29,N28,96,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
112,N29,N30,280,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
113,N29,N43,212,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
114,N29,N44,115,6.0,600.0,302.4,314.6,58.0,182.7,0.3044,A,14749.9
115,N29,XYST,50,99.0,9999.0,148.3,233.1,42.4,127.1,0.0127,A,5770.5
116,N29,GYST,50,99.0,9999.0,496.9,654.8,119.7,365.9,0.0366,A,52444.2
117,N30,N16,85,8.0,800.0,1795.5,1215.0,229.5,773.5,0.9669,E,241492.6
118,N30,N29,280,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
119,N30,N12,140,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
120,N30,N63,140,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
121,N30,XYST,50,99.0,9999.0,860.0,1351.3,245.7,737.1,0.0737,A,193933.8
122,N31,N28,283,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
123,N31,N32,71,6.0,600.0,201.0,246.1,45.1,139.0,0.2317,A,7867.1
124,N31,N33,135,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
125,N31,GYST,50,99.0,9999.0,425.2,668.2,121.5,364.5,0.0365,A,47423.7
126,N32,N31,71,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
127,N32,N43,76,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
128,N32,N46,134,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
129,N32,GYST,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
130,N32,T_7,50,99.0,9999.0,1779.1,2060.5,378.6,1174.6,0.1175,A,577859.2
131,N33,N31,135,12.0,1200.0,626.2,914.3,166.6,503.5,0.4196,B,47053.6
132,N33,N34,116,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
133,N33,N46,207,12.0,1200.0,129.8,158.9,29.1,89.8,0.0748,A,1641.0
134,N33,N61,109,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
135,N33,N60,33,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
136,N34,N33,116,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
137,N34,N35,300,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
138,N34,N58,232,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
139,N35,N34,300,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
140,N35,N37,152,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
141,N35,N57,99,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
142,N35,N36,126,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
143,N36,N35,126,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
144,N36,N37,26,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
145,N36,N38,138,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
146,N37,N35,152,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
147,N37,N36,26,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
148,N37,N38,112,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
149,N37,N47,202,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
150,N37,N52,210,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
151,N37,T_9,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
152,N38,N36,138,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
153,N38,N37,112,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
154,N38,N48,200,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
155,N38,N39,270,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
156,N38,N50,207,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
157,N38,T_25,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
158,N38,T_9,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
159,N38,T_10,50,99.0,9999.0,264.6,415.8,75.6,226.8,0.0227,A,18360.6
160,N39,N38,270,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
161,N39,N40,65,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
162,N39,N41,146,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
163,N39,N48,161,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
164,N39,T_25,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
165,N40,N39,65,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
166,N40,N41,81,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
167,N40,N49,157,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
168,N40,T_8,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
169,N41,N39,146,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
170,N41,N40,81,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
171,N41,N42,226,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
172,N41,N45,390,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
173,N41,T_8,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
174,N42,N41,226,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
175,N42,N43,112,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
176,N42,N44,220,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
177,N42,N49,214,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
178,N42,T_7,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
179,N42,T_8,50,99.0,9999.0,359.1,334.8,62.1,198.4,0.0198,A,18366.1
180,N43,N42,112,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
181,N43,N29,212,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
182,N43,N32,76,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
183,N43,T_7,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
184,N44,N28,210,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
185,N44,N42,220,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
186,N44,N29,115,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
187,N44,N45,180,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
188,N44,T_6,50,99.0,9999.0,359.1,334.8,62.1,198.4,0.0198,A,18366.1
189,N45,N18,278,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
190,N45,N41,390,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
191,N45,N44,180,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
192,N45,T_6,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
193,N46,N33,207,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
194,N46,N32,134,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
195,N46,N47,240,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
196,N46,N49,125,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
197,N46,T_7,50,99.0,9999.0,129.8,158.9,29.1,89.8,0.0090,A,3282.0
198,N47,N37,202,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
199,N47,N46,240,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
200,N47,N48,122,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
201,N47,T_9,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
202,N48,N38,200,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
203,N48,N39,161,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
204,N48,N47,122,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
205,N48,N49,112,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
206,N48,T_25,50,99.0,9999.0,746.7,1035.6,189.0,574.4,0.0574,A,125826.9
207,N48,T_9,50,99.0,9999.0,396.8,554.7,101.2,307.3,0.0307,A,35866.7
208,N49,N42,214,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
209,N49,N46,125,12.0,1200.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
210,N49,N40,157,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
211,N49,N48,112,12.0,1200.0,1143.4,1590.3,290.2,881.7,0.7347,C,148026.0
212,N49,T_7,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
213,N49,T_8,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
214,N50,N38,207,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
215,N50,N52,107,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
216,N50,T_10,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
217,N51,N52,131,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
218,N52,N37,210,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
219,N52,N50,107,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
220,N52,N51,131,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
221,N52,N53,296,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
222,N53,N52,296,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
223,N53,N54,232,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
224,N53,N57,193,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
225,N54,N53,232,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
226,N54,N55,199,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
227,N55,N54,199,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
228,N55,N58,263,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
229,N55,N56,74,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
230,N56,N55,74,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
231,N56,N57,236,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
232,N57,N35,99,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
233,N57,N56,236,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
234,N57,N53,193,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
235,N58,N34,232,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
236,N58,N55,263,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
237,N58,N59,89,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
238,N59,N58,89,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
239,N59,N61,159,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
240,N59,N62,22,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
241,N60,N33,33,8.0,800.0,296.7,421.2,76.8,232.8,0.2910,A,15318.1
242,N60,N61,77,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
243,N61,N33,109,8.0,800.0,459.3,652.1,118.9,360.5,0.4506,B,36717.6
244,N61,N59,159,8.0,800.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
245,N61,N60,77,8.0,800.0,296.7,421.2,76.8,232.8,0.2910,A,15318.1
246,N61,N62,137,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
247,N61,GYGY,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
248,N62,N59,22,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
249,N62,N61,137,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
250,N62,GYGY,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
251,N63,N30,140,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
252,N63,N64,110,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
253,N64,N63,110,6.0,600.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
254,SYJ,N13,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
255,TYGY,N3,50,99.0,9999.0,245.7,87.8,17.6,68.4,0.0068,A,3080.0
256,TYGY,N4,50,99.0,9999.0,2579.8,1965.6,368.6,1216.2,0.1216,A,756869.9
257,TYGY,N7,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
258,TYST,N14,30,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
259,XYST,N30,50,99.0,9999.0,1795.5,1215.0,229.5,773.5,0.0774,A,321990.2
260,XYST,N12,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
261,XYST,N28,50,99.0,9999.0,769.4,1013.8,185.4,566.4,0.0567,A,125709.3
262,XYST,N29,50,99.0,9999.0,752.1,895.1,164.3,508.0,0.0508,A,106594.3
263,XYGY,N13,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
264,XYGY,N12,50,99.0,9999.0,1653.7,992.2,189.0,652.0,0.0652,A,239888.8
265,GYST,N28,50,99.0,9999.0,229.7,360.9,65.6,196.9,0.0197,A,13832.0
266,GYST,N29,50,99.0,9999.0,195.6,307.4,55.9,167.6,0.0168,A,10032.1
267,GYST,N31,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
268,GYST,N32,50,99.0,9999.0,1578.2,1814.4,333.4,1035.6,0.1036,A,450843.0
269,CYGY,N28,50,99.0,9999.0,793.8,352.4,68.8,253.9,0.0254,A,40205.8
270,GYGY,N61,50,99.0,9999.0,756.0,1073.2,195.8,593.3,0.0593,A,132623.3
271,GYGY,N62,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
272,T_16,N15,30,99.0,9999.0,850.5,648.0,121.5,401.0,0.0401,A,82258.5
273,T_16,N16,30,99.0,9999.0,1105.7,1439.1,263.2,805.5,0.0806,A,255873.1
274,T_25,N48,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
275,T_25,N39,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
276,T_25,N38,50,99.0,9999.0,160.8,252.6,45.9,137.8,0.0138,A,6777.7
277,T_1,N25,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
278,T_1,N24,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
279,T_1,N22,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
280,T_1,N18,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
281,T_1,N20,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
282,T_2,N14,50,99.0,9999.0,236.2,141.8,27.0,93.2,0.0093,A,4895.7
283,T_2,N15,50,99.0,9999.0,1842.7,1702.3,315.9,1010.9,0.1011,A,478651.3
284,T_2,N6,50,99.0,9999.0,236.2,141.8,27.0,93.2,0.0093,A,4895.7
285,T_2,N27,50,99.0,9999.0,387.4,310.5,58.1,189.9,0.0190,A,18051.4
286,T_3,N3,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
287,T_3,N4,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
288,T_3,N5,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
289,T_3,N2,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
290,T_4,N4,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
291,T_4,N14,50,99.0,9999.0,810.4,651.9,121.9,398.5,0.0399,A,79307.0
292,T_5,N16,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
293,T_6,N44,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
294,T_6,N45,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
295,T_7,N42,50,99.0,9999.0,359.1,334.8,62.1,198.4,0.0198,A,18366.1
296,T_7,N43,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
297,T_7,N32,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
298,T_7,N46,50,99.0,9999.0,0.0,0.0,0.0,0.0,0.0000,A,0.0
299,T_7,N49,50,99.0,9999.0,1143.4,1590.3,290.2,881.7,0.0882,A,296051.9
